id,character,name,cloth,version,group,rank,god,artistSaint,artistCloth,image,historySaint,historyCloth,curiosities
950,79,79,1,,hades-celestial-star-4,13,168,17,17,/cloth-schemes/hades-specters/acheron-charon-anime.jpg,13,13,
951,347,347,5,,hades-terrestrial-star-82,13,168,17,26,/cloth-schemes/hades-specters/alraune-queen-anime.jpg,13,13,
952,389,389,26,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/aries-shion-specter-anime.jpg,13,13,
953,389,389,26,,hades-ressurected-saints,,168,,,,1,0,
954,72,72,32,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/auriga-capella-specter.jpg,13,13,
955,261,261,36,,hades-celestial-star-9,13,168,5,5,/cloth-schemes/hades-specters/balron-lune-anime.jpg,13,13,
956,396,396,38,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/baphomet-shura-anime.jpg,13,13,
957,418,418,40,,hades-celestial-star-16,13,168,17,26,/cloth-schemes/hades-specters/basilisk-sylphid-anime.jpg,13,13,
958,97,97,466,,hades-ressurected-saints,,168,,,,1,0,
959,97,97,467,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/cancer-deathmask-specter-anime.jpg,13,13,
960,401,401,505,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/canis-major-sirius-specter.jpg,13,13,
961,27,27,284,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/pisces-aphrodite-specter-anime.jpg,13,13,
962,27,27,471,,hades-ressurected-saints,,168,,,,1,0,
963,71,71,18,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/aquarius-camus-specter-anime.jpg,13,13,
964,71,71,18,,hades-ressurected-saints,,168,,,/cloth-schemes/hades-specters/aquarius-camus-specter.jpg,1,0,
965,50,50,64,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/centaurus-babel-specter.jpg,13,13,
966,96,96,66,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/cerberus-dante-specter.jpg,13,13,
967,295,295,508,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/cetus-moses-specter.jpg,13,13,
968,158,158,89,,hades-terrestrial-star-60,14,168,17,17,/cloth-schemes/hades-specters/cyclops-gigant-anime.jpg,13,13,
969,411,411,97,,hades-terrestrial-star-99,13,168,17,26,/cloth-schemes/hades-specters/deadly-beetle-stand-anime.jpg,13,13,
970,304,304,102,,hades-terrestrial-star-51,14,168,17,17,/cloth-schemes/hades-specters/deep-niobe-anime.jpg,13,13,
971,90,90,124,,hades-terrestrial-star-101,14,168,17,17,/cloth-schemes/hades-specters/dullahan-cube-anime.jpg,13,0,
972,278,278,131,,hades-terrestrial-star-104,14,168,17,17,/cloth-schemes/hades-specters/elf-mills-anime.jpg,13,0,
973,472,472,141,,hades-terrestrial-star-44,14,168,17,17,/cloth-schemes/hades-specters/frog-zelos-anime.jpg,13,13,
974,9,9,146,,hades-celestial-star-6,13,168,17,17,/cloth-schemes/hades-specters/garuda-aiacos-anime.jpg,13,13,
975,370,370,148,,hades-ressurected-saints,,168,17,17,/cloth-schemes/hades-specters/gemini-saga-specter-anime.jpg,13,13,
976,361,361,152,,hades-terrestrial-star-91,13,168,17,17,/cloth-schemes/hades-specters/golem-rock-anime.jpg,13,13,
977,310,310,153,,hades-terrestrial-star-65,14,168,17,17,/cloth-schemes/hades-specters/gorgon-ochs-anime.jpg,13,0,
978,282,282,156,,hades-celestial-star-10,13,168,17,17,/cloth-schemes/hades-specters/griffon-minos-anime.jpg,13,13,
979,168,168,159,,hades-gods,9,168,10,10,/cloth-schemes/hades-specters/hades-anime.jpg,13,13,
980,449,449,164,,hades-celestial-star-35,13,168,17,26,/cloth-schemes/hades-specters/harpy-valentine-anime.jpg,13,13,
981,17,17,165,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/heracles-algethi-specter.jpg,13,13,
982,188,188,174,,hades-brother-gods,9,168,10,10,/cloth-schemes/hades-specters/hypnos-anime.jpg,13,13,
983,287,287,186,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/lacerta-misty-specter.jpg,13,13,
984,334,334,206,,hades-celestial-star-29,13,168,17,17,/cloth-schemes/hades-specters/lycaon-phlegyas-anime.jpg,13,13,
985,161,161,226,,hades-celestial-star-32,13,168,17,26,/cloth-schemes/hades-specters/minotauros-gordon-anime.jpg,13,13,
986,103,103,235,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/musca-dio-specter.jpg,13,13,
987,300,300,257,,hades-terrestrial-star-83,14,168,17,17,/cloth-schemes/hades-specters/papillon-myu-anime.jpg,13,13,
988,18,18,273,,hades-ressurected-saints,,168,36,26,/cloth-schemes/hades-specters/perseus-algol-specter.jpg,13,13,
989,268,268,317,,hades-skeleton,1,168,17,17,/cloth-schemes/hades-specters/skeleton-markino-anime.jpg,13,13,
990,333,333,324,,hades-terrestrial-star-57,13,168,17,17,/cloth-schemes/hades-specters/sphinx-pharaoh-anime.jpg,13,13,
991,,,,,hades-terrestrial-star-67,14,168,6,6,/cloth-schemes/hades-specters/star-bright-anime.jpg,13,0,
992,,,,,hades-terrestrial-star-56,14,168,6,26,/cloth-schemes/hades-specters/star-spirit-anime.jpg,13,0,
993,,,,,hades-terrestrial-star-45,14,168,6,6,/cloth-schemes/hades-specters/star-fierce-anime.jpg,13,0,
994,,,,,hades-terrestrial-star-68,14,168,6,6,/cloth-schemes/hades-specters/star-forward-anime.jpg,13,0,
995,,,,,hades-terrestrial-star-42,14,168,6,6,/cloth-schemes/hades-specters/star-majestic-anime.jpg,13,0,
996,,,,,hades-terrestrial-star-100,14,168,6,6,/cloth-schemes/hades-specters/star-number-anime.jpg,13,0,
997,,,,,hades-terrestrial-star-79,14,168,6,6,/cloth-schemes/hades-specters/star-speed-anime.jpg,13,0,
998,,,,,hades-terrestrial-star-71,14,168,6,,/cloth-schemes/hades-specters/star-succeed-anime.jpg,13,0,
999,427,427,339,,hades-brother-gods,9,168,10,10,/cloth-schemes/hades-specters/thanatos-anime.jpg,13,13,
1000,200,200,346,,hades-celestial-star-31,13,168,17,26,/cloth-schemes/hades-specters/troll-ivan-anime.jpg,13,13,
1001,241,241,365,,hades-terrestrial-star-85,14,168,17,17,/cloth-schemes/hades-specters/worm-laimi-anime.jpg,13,13,
1002,,,,,hades-terrestrial-star-69,14,168,6,6,/cloth-schemes/hades-specters/star-retreating-anime.jpg,13,0,
1003,355,355,9,v1,hades-celestial-star-7,13,168,17,17,/cloth-schemes/hades-specters/wyvern-rhadamanthys-1-anime.jpg,13,13,
1004,198,198,,,hades-terrestrial-star-98,14,168,6,6,/cloth-schemes/hades-specters/isolde-anime.jpg,13,0,
1005,,,,,hades-terrestrial-star-63,14,168,6,6,/cloth-schemes/hades-specters/star-crazy-anime.jpg,13,0,
1006,596,596,,,hades-terrestrial-star-87,14,168,6,6,/cloth-schemes/hades-specters/fabio-anime.jpg,13,0,
1007,,,,,hades-terrestrial-star-102,14,168,,,/cloth-schemes/hades-specters/star-execute-anime.jpg,13,0,
1008,,,,,hades-terrestrial-star-93,14,168,6,,/cloth-schemes/hades-specters/star-hidden-anime.jpg,13,0,
1009,,,,,hades-terrestrial-star-94,14,168,6,6,/cloth-schemes/hades-specters/star-level-anime.jpg,13,0,
1010,,,,,hades-terrestrial-star-75,14,168,6,6,/cloth-schemes/hades-specters/star-manage-anime.jpg,13,0,
1011,,,,,hades-terrestrial-star-96,14,168,5,5,/cloth-schemes/hades-specters/star-slave-anime.jpg,13,0,
1012,,,,,hades-terrestrial-star-84,14,168,6,6,/cloth-schemes/hades-specters/star-tranquil-anime.jpg,13,0,
1013,479,479,98,,hades-terrestrial-star-48,14,168,6,6,/cloth-schemes/hades-specters/deadly-harlequin-kafka-anime.jpg,13,0,
1014,48,48,,,zeus-gods,9,306,,,,19,0,
1015,458,458,41,,hades-terrestrial-star-97,14,168,21,,/cloth-schemes/hades-specters/bat-wimber-anime.jpg,15,0,
1016,453,453,44,,hades-celestial-star-13,13,168,21,,/cloth-schemes/hades-specters/behemoth-violate-anime.jpg,15,0,
1017,217,217,46,v1,hades-celestial-star-34,13,168,21,21,/cloth-schemes/hades-specters/bennu-kagaho-v1-anime.jpg,15,0,
1018,80,80,53,,hades-terrestrial-star-57,14,168,21,,/cloth-schemes/hades-specters/cat-sith-cheshire-anime.jpg,15,0,
1019,158,158,89,,hades-terrestrial-star-60,14,168,21,,/cloth-schemes/hades-specters/cyclops-gigant-lost-canvas-anime.jpg,15,0,
1020,411,411,97,,hades-terrestrial-star-99,13,168,20,,/cloth-schemes/hades-specters/deadly-beetle-stand-lost-canvas-anime.jpg,15,0,
1021,304,304,102,,hades-terrestrial-star-51,14,168,21,,/cloth-schemes/hades-specters/deep-niobe-lost-canvas-anime.jpg,15,0,
1022,90,90,124,,hades-terrestrial-star-101,14,168,21,,/cloth-schemes/hades-specters/dullahan-cube-lost-canvas-anime.jpg,15,0,
1023,596,596,,,hades-terrestrial-star-87,14,168,21,,/cloth-schemes/hades-specters/fabio-lost-canvas-anime.jpg,15,0,
1024,472,472,141,,hades-terrestrial-star-44,14,168,20,,/cloth-schemes/hades-specters/frog-zelos-lost-canvas-anime.jpg,15,0,
1025,164,164,150,,hades-celestial-star-25,13,168,6,6,/cloth-schemes/hades-specters/genbu-gregor-anime.jpg,15,0,
1026,282,282,156,,hades-celestial-star-10,13,168,21,21,/cloth-schemes/hades-specters/griffon-minos-lost-canvas-anime.jpg,15,0,
1027,334,334,206,,hades-celestial-star-29,13,168,21,,/cloth-schemes/hades-specters/lycaon-phlegyas-lost-canvas-anime.jpg,15,0,
1028,143,143,211,,hades-celestial-star-14,13,168,21,21,/cloth-schemes/hades-specters/mandrake-fyodor-anime.jpg,15,0,
1029,452,452,238,,hades-celestial-star-24,13,168,,,/cloth-schemes/hades-specters/nasu-veronica-anime.jpg,15,0,
1030,68,68,239,,hades-terrestrial-star-56,13,168,21,21,/cloth-schemes/hades-specters/necromancer-byaku-anime.jpg,15,15,
1031,325,325,,,hades-representative,31,168,21,10,/cloth-schemes/hades-specters/pandora-lost-canvas-anime.jpg,15,0,
1032,268,268,317,,hades-skeleton,1,168,21,,/cloth-schemes/hades-specters/skeleton-markino-lost-canvas-anime.jpg,15,0,
1033,,,,,hades-terrestrial-star-75,14,168,21,,/cloth-schemes/hades-specters/star-manage-lost-canvas-anime.jpg,15,0,
1034,117,117,332,,hades-terrestrial-star-64,14,168,21,,/cloth-schemes/hades-specters/sylph-edward-anime.jpg,15,0,
1035,200,200,346,,hades-celestial-star-31,13,168,,,/cloth-schemes/hades-specters/troll-ivan-lost-canvas-anime.jpg,15,0,
1036,241,241,365,,hades-terrestrial-star-85,14,168,21,21,/cloth-schemes/hades-specters/worm-laimi-lost-canvas-anime.jpg,15,0,
1037,,,,,hades-terrestrial-star-84,14,168,6,6,/cloth-schemes/hades-specters/star-tranquil-saint-seiya-online.jpg,29,0,
1038,102,102,54,,athena-saints-11,6,582,40,,/cloth-schemes/athena-saints/camelopardalis-naya.jpg,40,0,
1039,522,522,,,hades-representative,31,168,,,/cloth-schemes/hades-specters/pandora-yoruhime-tsukishima.jpg,39,0,
1040,540,540,9,,hades-celestial-star-7,13,168,,,/cloth-schemes/hades-specters/wyvern-shoichiro-tokito.jpeg,39,0,
1041,540,540,261,,athena-saints-62,4,582,,,/cloth-schemes/athena-saints/pegasus-shoichiro-tokito.jpg,39,0,
1042,541,541,6,,athena-gods,9,582,,,/cloth-schemes/athena-saints/athena-cattleya-mikagami.jpg,39,0,
1043,542,542,148,,athena-saints-38,7,582,,,/cloth-schemes/athena-saints/gemini-sojiro-tokito.jpg,39,0,
1044,544,544,115,,nemesis-gods,9,544,,,/cloth-schemes/nemesis-spirits/nemesis.jpg,2,0,
1045,545,545,62,,nemesis-spirits,,544,37,37,/cloth-schemes/nemesis-spirits/arliss-bellerophon.jpg,2,2,
1046,546,546,81,,nemesis-spirits,,544,37,37,/cloth-schemes/nemesis-spirits/dracodent-cadmus.jpg,2,2,
1047,547,547,85,,nemesis-spirits,,544,37,37,/cloth-schemes/nemesis-spirits/musica-terpsichore.jpg,2,2,
1048,548,548,49,,athena-saints-9,5,582,,,/cloth-schemes/athena-saints/bootes-arcturus.jpg,5,0,
1049,236,236,72,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/chrysaor-krishna-specter.jpg,2,0,
1050,197,197,184,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/kraken-isaak-specter.jpg,2,0,
1051,224,224,132,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/lyumnades-kasa-specter.jpg,2,0,
1052,195,195,137,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/scylla-io-specter.jpg,2,0,
1053,221,221,309,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/sea-dragon-kanon-specter.jpg,2,0,
1054,52,52,175,,hades-ressurected-mariners,,168,,,/cloth-schemes/hades-specters/sea-horse-baian-specter.jpg,2,0,
1055,28,28,373,,apollo-gods,9,28,10,,/cloth-schemes/apollo-angels/apollo.jpg,4,0,
1056,378,378,,,chronos-leptas-4-13,37,524,18,18,/cloth-schemes/chronos-hours/04-13-dzu-teh.jpg,38,38,
1057,549,549,91,,chronos-hours-10,9,524,18,18,/cloth-schemes/chronos-hours/10-thatanka-ophialtes.jpg,38,38,
1058,550,550,239,,hades-terrestrial-star-56,13,168,6,,/cloth-schemes/hades-specters/necromancer-charlotte.jpeg,39,0,
1059,236,236,72,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/chrysaor-krishna-archetype.jpeg,2,2,
1060,404,404,103,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/siren-sorrento-archetype.jpeg,2,2,
1061,422,422,,,chronos-leptas-4-27,37,524,18,18,/cloth-schemes/chronos-hours/04-27-nyuke.jpg,38,38,
1062,461,461,,,chronos-leptas-4-31,37,524,18,18,/cloth-schemes/chronos-hours/04-31-nytea.jpg,38,38,
1063,464,464,,,chronos-leptas-4-51,37,524,18,18,/cloth-schemes/chronos-hours/04-51-nioidei.jpg,38,38,
1064,474,474,,,chronos-hours-4,9,524,18,18,/cloth-schemes/chronos-hours/04-yuki-onna.jpg,38,38,
1065,482,482,203,,chronos-hours-6,9,524,18,18,/cloth-schemes/chronos-hours/06-valravn-erik.jpg,38,38,
1066,552,552,247,,chronos-hours-7,9,524,18,18,/cloth-schemes/chronos-hours/07-kalfu-sponde.jpg,38,38,
1067,555,555,250,,chronos-hours-9,9,524,18,18,/cloth-schemes/chronos-hours/09-loup-blanc-amarok.jpg,38,38,
1068,556,556,,,chronos-hours-10-6,37,524,18,18,/cloth-schemes/chronos-hours/10-06-daelos.jpg,38,38,
1069,395,395,8,v2,athena-saints-1,5,582,18,18,/cloth-schemes/athena-saints/andromeda-shun-2-time-odyssey.jpg,38,38,
1070,296,296,26,,athena-saints-7,7,582,18,18,/cloth-schemes/athena-saints/aries-mu-time-odyssey.jpg,38,38,
1071,481,481,253,,hades-celestial-star-17,13,168,,,/cloth-schemes/hades-specters/serket-youssef.jpg,45,0,
1072,97,97,55,,athena-saints-12,7,582,18,18,/cloth-schemes/athena-saints/cancer-deathmask-time-odyssey.jpg,38,38,
1073,396,396,59,,athena-saints-16,7,582,18,18,/cloth-schemes/athena-saints/capricornus-shura-time-odyssey.jpg,38,38,
1074,185,185,90,v2,athena-saints-31,5,582,18,18,/cloth-schemes/athena-saints/cygnus-hyoga-2-time-odyssey.jpg,38,38,
1075,197,197,90,v1,athena-saints-31,5,582,,,/cloth-schemes/athena-saints/cygnus-isaak-1.jpg,2,0,
1076,390,390,111,v3,athena-saints-34,5,582,18,18,/cloth-schemes/athena-saints/draco-shiryu-3-time-odyssey.jpg,38,38,
1077,166,166,139,,athena-saints-37,6,582,18,18,/cloth-schemes/athena-saints/fornax-jorge.jpg,38,38,
1078,370,370,148,,athena-saints-38,7,582,18,18,/cloth-schemes/athena-saints/gemini-saga-time-odyssey.jpg,38,38,
1079,379,201,261,,athena-saints-62,5,582,,,/cloth-schemes/athena-saints/pegasus-zack.jpg,46,0,
1080,185,567,90,,athena-saints-31,5,582,,,/cloth-schemes/athena-saints/cygnus-jake.jpg,46,0,
1081,395,385,8,,athena-saints-1,5,582,,,/cloth-schemes/athena-saints/andromeda-max.jpg,46,0,
1082,193,373,278,,athena-saints-64,5,582,,,/cloth-schemes/athena-saints/phoenix-quinn.jpg,46,0,
1083,390,299,111,,athena-saints-34,5,582,,,/cloth-schemes/athena-saints/draco-clint.jpg,46,0,
1084,374,69,6,,athena-gods,9,582,,,/cloth-schemes/athena-saints/athena-nova.jpg,46,0,
1085,266,,20,,athena-saints-5,6,582,,,/cloth-schemes/athena-saints/aquila-marin-guardians.jpg,46,0,
1086,296,,26,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/aries-mu-guardians.jpg,46,0,
1087,15,613,336,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/taurus-ram.jpg,46,0,
1088,370,,148,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/gemini-saga-guardians.jpg,46,0,
1089,97,,383,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/cancer-deathmask-guardians.jpg,46,0,
1090,10,,189,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/leo-aiolia-guardians.jpg,46,0,
1091,381,,356,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/virgo-shaka-guardians.jpg,46,0,
1092,106,,391,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/libra-dohko-guardians.jpg,46,0,
1093,279,,305,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/scorpio-milo-guardians.jpg,46,0,
1094,51,51,,,zeus-gods,9,306,,,,,,
1095,374,374,6,,athena-gods,9,582,2,,/cloth-schemes/athena-saints/athena-saori-kido-eg.jpg,8,0,
1096,386,386,249,,athena-saints-59,6,582,2,,/cloth-schemes/athena-saints/ophiuchus-shaina-eg.jpg,8,0,
1097,614,569,10,,nemesis-spirits,,544,37,37,/cloth-schemes/nemesis-spirits/athanasia-pollux.jpg,2,2,
1098,613,59,11,,nemesis-spirits,,544,37,37,/cloth-schemes/nemesis-spirits/grazia-eneas.jpg,2,2,
1099,221,221,309,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/sea-dragon-kanon-archetype.jpg,2,2,
1100,27,27,284,,athena-saints-66,7,582,,,/cloth-schemes/athena-saints/pisces-aphrodite-los.jpg,26,0,
1101,396,396,59,,athena-saints-16,7,582,,,/cloth-schemes/athena-saints/capricornus-shura-los.jpg,26,0,
1102,71,71,18,,athena-saints-4,7,582,,,/cloth-schemes/athena-saints/aquarius-camus-los.jpg,26,0,
1103,97,97,55,,athena-saints-12,7,582,,,/cloth-schemes/athena-saints/cancer-deathmask-los.jpg,26,0,
1104,11,11,302,,athena-saints-72,7,582,,,/cloth-schemes/athena-saints/sagittarius-aiolos-los.jpg,26,0,
1105,10,10,189,,athena-saints-46,7,582,,,/cloth-schemes/athena-saints/leo-aiolia-los.jpg,26,0,
1106,279,279,305,,athena-saints-73,7,582,,,/cloth-schemes/athena-saints/scorpio-milo-los.jpg,26,0,
1107,381,381,356,,athena-saints-86,7,582,,,/cloth-schemes/athena-saints/virgo-shaka-los.jpg,26,0,
1108,296,296,26,,athena-saints-7,7,582,,,/cloth-schemes/athena-saints/aries-mu-los.jpg,26,0,
1109,602,60,12,,chronos-hours-3,2,524,18,18,/cloth-schemes/chronos-hours/03-ngalyod-yur.jpg,38,38,
